trialId,publicTitle,secondaryId,scientificTitle,inclusionCriteria,exclusionCriteria,interventions,primarySponsor,healthConditions,publicContactAffiliation,scientificContactAffiliation
NCT04569084,Efficacy and Safety Study of Oral Edaravone Administered in Subjects With ALS,jRCT2031200301;2019-004256-11;MT-1186-A02,"A Phase 3b, Multicenter, Randomized, Double-Blind Study to Evaluate Efficacy and Safety of Oral Edaravone Administered for a Period of 48 Weeks in Subjects With Amyotrophic Lateral Sclerosis (ALS)","- Männer und Frauen im Alter von ≥ 18 bis 75 Jahren

- Personen, bei denen die Diagnose einer amyotrophen Lateralsklerose (ALS) gestellt wurde

- Personen, bei denen Anzeichen der ALS  während der vergangenen 2 Jahre auftraten","- Menschen, die nicht in der Lage sind, ihre Medikamente über den Mund einzunehmen

- Menschen, die zuvor mit Edaravone behandelt wurden

- Menschen mit Problemen einer angeborenen Fructose-Unverträglichkeit (z. B. gegen Fructose, Saccharose, Invertzucker und Sorbitol)

- Menschen mit bestimmten weiteren Erkrankungen, die eine Eignung für die Studienteilnahme ausschliessen, weil sie die Sicherheit des Patienten oder die Beurteilung der Sicherheit und Wirksamkeit des Prüfpräparats beeinträchtigen könnten; an der Studie kann beispielsweise nicht teilnehmen, wer sich einer laufenden Krebsbehandlung unterzieht, wer an Morbus Parkinson oder dem Parkinson-Syndrom, Schizophrenie, bipolarer Störung und Demenz leidet, wer zuvor eine Stammzelltherapie erhalten hat oder wer Selbstmordgedanken hegt 

- Frauen, die schwanger sind und/oder stillen; Männer und Frauen, die nicht bereit sind, während der Studienteilnahme und bis 3 Monate nach Verabreichung der letzten Dosis des Prüfpräparats akzeptable empfängnisverhütende Maßnahmen zu ergreifen",Drug: MT-1186;Drug: Placebo,Mitsubishi Tanabe Pharma America Inc.,ALS,Mitsubishi Tanabe Pharma America Inc.,Mitsubishi Tanabe Pharma America Inc.
NCT04569630,The HEADWIND Study - Part 2,HEADWIND 2,"Non-randomised, Controlled, Interventional Single-centre Study for the Design and Evaluation of an In-vehicle Hypoglycaemia Warning System in Diabetes - The HEADWIND Study Part 2","Sie können an der Studie teilnehmen, wenn: 

- Sie zwischen 21 und 60 Jahre alt sind.

- bei Ihnen ein Diabetes mellitus Typ 1 diagnostiziert wurde und Sie eine Insulintherapie haben.

- Sie in Besitz eines gültigen definitiven Schweizerischen Fahrausweises sind und regelmässig Auto fahren.","Sie können nicht an der Studie teilnehmen, wenn:

-Sie an einer Erkrankung wie z.B. Epilepsie, Erkrankung der Herzkranzgefässe, Nieren- oder Leberinsuffizienz leiden. 

-Ihre totale tägliche Insulindosis höher ist als 2 E/kg Körpergewicht.

- Sie Medikamente einnehmen, die Einfluss auf den Stoffwechsel (z.B. Steroide oder Kortison) oder auf die Fahrfähigkeit (z.B. Opioide, Schlafmittel) haben.",Other: Controlled hypoglycaemic state while driving,"University Hospital Inselspital, Berne","Diabetes;Diabetes Mellitus, Type 1","Inselspital, Bern University Hospital, University of Bern;","Inselspital, Bern University Hospital, University of Bern;"
NCT04571905,MagnezixKids Study,CTU 18.028,"""Magnesium-based, Bioresorbable Implants for Pediatric Elbow Fractures, a Single Center Pilot Study for Osteosynthesis With Magnezix Screws in Fractures of the Epicondylus Ulnaris and Condylus Radialis.""","Es können Kinder und Jugendliche im Alter von 3 bis 15 Jahren, die kürzlich (innerhalb der letzten 7 Tage) einen Ellbogenbruch hatten, der operiert werden muss.","Nicht teilnehmen dürfen Kinder und Jugendliche, bei denen aufgrund der Verletzung eine andere Wiederherstellungs-Methode notwendig ist, die eine relevante örtliche Begleitverletzung (z.B. der Nerven) haben oder Verletzungen an mehreren Körperstellen aufweisen.",Device: Osteosynthesis with resorbable Material,Thomas Krebs,Magnesium-based;Bioresrobable Implants;Pediatric Elbow Fractures;Osteosynthesis;Childhood;Magnezix;Elbow Fracture,nan,nan
NCT04572854,Study Assessing the Safety and Efficacy of Pegcetacoplan in Post-Transplant Recurrence of C3G or IC-MPGN,APL2-C3G-204;,"An Open-Label, Randomized, Controlled, Phase 2 Study to Evaluate the Safety and Efficacy of Pegcetacoplan in the Treatment of Post-Transplant Recurrence of C3G or IC-MPGN","Patients âgés d'au moins 18 ans au moment de la sélection
2.	Les patients doivent présenter des preuves cliniques et pathologiques de récidive de GC3 ou d'Ig-GNMP, comme en témoignent tous les éléments suivants :
a.	Un diagnostic de GC3 ou d’Ig-GNMP, avec au moins 2+ de coloration pour C3c dans l'allogreffe rénale, confirmé par un pathologiste du centre, d’après la biopsie d'allogreffe rénale de la sélection
b.	La GC3 ou l’Ig-GNMP doit être primaire et non secondaire à une autre affection (p.ex., infection, tumeur maligne, gammapathie monoclonale, auto-immunité, rejet chronique médié par les anticorps, microangiopathie thrombotique chronique ou prise d’un médicament)
3.	Maladie stable (ne s'améliorant pas) ou s’aggravant, de l'avis de l'investigateur, dans les 2 mois précédant la première dose de pegcetacoplan","1.	Nombre absolu de neutrophiles <1000 cellules/mm3 pendant la sélection (sans compter le Jour 1)
2.	Traitement antérieur par pegcetacoplan
3.	Preuve de rejet, d’après la biopsie d'allogreffe rénale de sélection, nécessitant un traitement",Drug: Pegcetacoplan<br>,"Apellis Pharmaceuticals, Inc.",C3G<br>Complement 3 Glomerulopathy<br>Complement 3 Glomerulopathy (C3G)<br>Dense Deposit Disease<br>IC-MPGN<br>Immune Complex Membranoproliferative Glomerulonephritis (IC-MPGN)<br>Membranoproliferative Glomerulonephritis<br>Membranoproliferative Glomerulonephritis (MPGN)<br>Renal Transplant<br>,nan,nan
NCT04574466,Scaling-up Psychological Interventions With Syrian Refugees in Switzerland (STRENGTHS_CH): RCT,BASEC-2017-01175-rct,Scaling-up Psychological Interventions With Syrian Refugees in Switzerland: RCT,"-	Arabischsprachige Geflüchtete
-	Männer und Frauen
-	Eingereist nach 2011
-	Volljährig
-	Arabischsprechend
-	Unterzeichnete Einwilligungserklärung
-	Psychisch belastet (gemessen mit K10; K10>15.9)
-	Erhöhte Beeinträchtigung (gemessen mit WHODAS 2.0; WHODAS 2.0 > 16)","-	Unfähigkeit der Behandlung zu folgen
-	Wiederholte Teilnahme an der Studie
-	Vormundschaft
-	Vorliegen einer akuten oder schweren psychiatrischen Störung (Schizophrenie) resp. neurologischen Erkrankung (z.B. Demenz)
-	Erhöhte Suizidgefahr",Behavioral: Problem Management Plus,University of Zurich,Distress;PTSD;Anxiety;Depression;Trauma;Functional Disabilities;Common Mental Health Problems,Klinik f?r Konsiliarpsychiatrie und Psychosomatik,Klinik f?r Konsiliarpsychiatrie und Psychosomatik
NCT04576988,A Study of Sotatercept for the Treatment of Pulmonary Arterial Hypertension (MK-7962-003/A011-11)(STELLAR),7962-003;2020-004142-11;7962-003,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study to Compare the Efficacy and Safety of Sotatercept Versus Placebo When Added to Background Pulmonary Arterial Hypertension (PAH) Therapy for the Treatment of PAH","- Alter von ≥ 18 Jahren 
- Dokumentierte diagnostische Rechtsherz-Katheteruntersuchung zu einem beliebigen Zeitpunkt vor der Voruntersuchung, die die Diagnose der pulmonal arteriellen Hypertonie (PAH) Klasse I in einem bestätigt: 
- Symptomatische PAH, klassifiziert gemäss WHO als Funktionsklasse II oder III","- Diagnose einer pulmonalen Hypertonie der WHO-Gruppen 2, 3, 4 oder 5 
- Hämoglobin (Hgb) beim Screening über der geschlechtsspezifischen oberen Normgrenze (ONG) gemäss lokaler Laboruntersuchung 
- Unkontrollierte systemische Hypertonie, nachgewiesen durch einen systolischen Blutdruck von > 160 mmHg im Sitzen oder einen diastolischen Blutdruck von > 100 mmHg im Sitzen",Biological: Sotatercept;Drug: Placebo;Drug: Background PAH Therapy,"Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",Pulmonary Arterial Hypertension,Merck Sharp & Dohme LLC,Merck Sharp & Dohme LLC
NCT04577950,A Prospective Study Comparing Three Injection Sites to Detect Sentinel Lymph Nodes in Endometrial Cancer,SENNAN,A Prospective Phase 2 Study Comparing Three Injection Sites to Detect Sentinel Lymph Nodes in Endometrial Cancer: Comparison of Lymphatic Drainages and Location of the Sentinel Lymph Nodes Depending on the Injection Site of the Tracer,"- Avoir un cancer de l'endometre de stade Ia ou Ib selon la classification FIGO quelque soit le grade histologique ou le type, sans autre cancer ou métastases. 
- Traitement primaire chirurgical incluant une hystérectomie 
- avoir plus de 18 ans","- Contre-indication aux produits injectés : allergie connue au Bleu Patenté, au Nanocoll ou a l'iode ou terrain allergique sévère (antécédent d’œdème de Quincke, choc anaphylactique)
- Cancer à partir d'un stade II 
- Antécédent de chirurgie ganglionnaire pelvienne",Procedure: Lymphatic drainage of endometrial cancer,Centre Hospitalier Universitaire Vaudois,Endometrial Cancer,Centre Hospitalier Universitaire Vaudois;,Centre Hospitalier Universitaire Vaudois;
NCT04582721,PREFerred Neurostimulation MODdalities - PREFMOD Study,NSI-TD-010,"PREFerred Neurostimulation MODdalities to Treat Chronic Intractable Back Pain, A 3x3 Crossover Study","- dolore cronico alla schiena, alla schiena e alle gambe
- mancanza di sintomi risolti o ridotti dopo almeno 6 mesi di terapia conservativa (antidolorifici, fisioterapia, infiltrazioni delle faccette articolari e/o riabilitazione)
- intensità del dolore da NRS di ≥ 5 (compreso tra 0 e 10).","- Coagulopatia o terapia anticoagulante orale in condizioni che non consentono una sospensione temporanea
- Disturbi psicologici (inclusi abuso di sostanze, depressione maggiore) che potrebbero avere un'influenza negativa sul trattamento di successo
- Impossibilità di seguire le procedure dello studio, ad es. a causa di problemi linguistici, demenza, ecc. del partecipante","Other: Implantable Neurostimulator System (Spectra WaveWriter™ Spinal Cord Stimulator System), (Boston Scientific Neuromodulation Corporation, Valencia, California (CA), USA)",Ospedale Regionale di Lugano,Chronic Low-back Pain,nan,nan
NCT04583358,Study of the Efficacy and Safety of AMT-101 in Subjects With Ulcerative Colitis (LOMBARD),AMT-101-202,"A Randomized, Placebo-controlled, Double-blind, Parallel-group, Multicenter, Phase 2a Study of the Efficacy and Safety of Oral AMT-101 in Subjects With Moderate to Severe Ulcerative Colitis (LOMBARD)","-1. Diagnose von Colitis Ulcerosa mindestens 3 Monate vor dem Einschlussverfahren.
2. Mässige bis schwerwiegende Colitis Ulcerosa, definiert durch einen Mayo Clinic Score von 6 bis einschliesslich 12 bei Studienbeginn, mit einem Mayo Endoscopic Subscore von ≥ 2 
-3. Wenn die Versuchspersonen zuvor irgendwelche Biologika (d.h,  TNF-Antagonisten, Vedolizumab, Ustekinumab) oder eine Tofacitinib-Therapie erhalten haben, müssen sie die folgenden Bedingungen erfüllen: a) Biologika: eine Auswaschungszeit von mindestens 12 Wochen oder 5 Halbwertszeiten vor der Randomisierung oder eine Auswaschungszeit von mindestens 4 Wochen vor der Randomisierung, wenn die Konzentrationen biologischer Medikamente nicht nachweisbar sind. b) Tofacitinib: eine Auswaschungszeit von mindestens 4 Wochen vor der Randomisierung. c) kein Versagen sowohl der Biologika als auch von Tofacitinib.","1. Eine Diagnose Crohn Krankheit, oder unbestimmte Kolitis, oder das Vorhandensein oder die Vorgeschichte einer Fistel bei Crohn Krankheit
2. Eine auf 15 cm distal begrenzte Krankheitsaktivität (Proktitis)
3. Ein aktueller Nachweis eines toxischen Megakolons, eines abdominalen Abszesses, einer symptomatischen Kolonstriktur oder eines Stomas",Drug: AMT-101 (oral);Other: Placebo (oral),Applied Molecular Transport,Ulcerative Colitis,nan,nan
NCT04583787,xSPECT-based Myocardial Perfusion Scintigraphy: Consistency of Functional Values and Feasibility of Myocardial Uptake Quantitation in Patients With Suspected Coronary Artery Disease,"2020-02090, qu20Caobelli",xSPECT-based Myocardial Perfusion Scintigraphy: Consistency of Functional Values and Feasibility of Myocardial Uptake Quantitation in Patients With Suspected Coronary Artery Disease (xSPECT MPI Study),"- V.a. koronare Herzkrankheit
- Alter >18 Jahre
- Untersuchung aus klinischen Indikationen, vom behandelnden Arzt angefordert.","- Allergie gegen KM und/oder Adenosin
- Bekannte koronare Herzkrankheit
- Niereninsuffizienz (GFR<30 ml/min)",Diagnostic Test: 99mTc-sestamibi myocardial perfusion SPECT;Diagnostic Test: 82Rb-Chloride myocardial perfusion PET with CCTA,"University Hospital, Basel, Switzerland",Coronary Artery Disease,Clinic of Radiology & Nuclear Medicine;,Clinic of Radiology & Nuclear Medicine;
NCT04584866,Semi-sitting Versus Supine Position in Endoscopic Skull Base Surgery,2020-02115; ch20Rychen,Semi-sitting Versus Supine Position in Endoscopic Skull Base Surgery (PosESS-Study) - Study Protocol for a Randomized-controlled Single-blinded Superiority Trial,"Es können alle volljährigen Personen (18 Jahre und älter) teilnehmen, die sich einer endoskopische Hypophysen Operation unterziehen müssen","- Patienten mit bekannten hämorrhagischen oder thrombophilen Störungen
- Patienten mit Erkrankungen, die mit einem hohen zentralvenösen Druck einhergehen: kongestive Herzinsuffizienz, pulmonale Hypertonie, chronisch obstruktive Lungenerkrankung (COPD), interstitielle Lungenerkrankung, Schwangerschaft.
- Patienten mit schlechtem kardiopulmonalem Zustand (nicht in der Lage, 4 Stoffwechseläquivalente ohne Unterbrechung auszuführen (Treppensteigen))",Procedure: Endonasal endoscopic pituitary surgery in semi-sitting position;Procedure: Endonasal endoscopic pituitary surgery in supine position,"University Hospital, Basel, Switzerland",Pituitary Adenoma,"Department of Neurosurgery, University Hospital Basel;","Department of Neurosurgery, University Hospital Basel;"
NCT04585854,Effect of Caffeine on Myocardial Oxygenation,2020-01876,Effect of Caffeine on Myocardial Oxygenation,"Die Probanden/-innen sind herz-/lungengesund und zwischen 18 und 45 Jahre alt. Sie haben keinen Bluthochdruck, keinen Diabetes, keine Schlafapnoe, sind Nichtraucher (mind. 6 Monate), nicht schwanger und haben keine Platzangst.","Konsum von Kaffee, Tee oder Schokolade <12h vor der MRI-Untersuchung, Bekannte Herz-/Gefäss- oder Lungenkrankheit, Diabetes, Generelle Ausschlusskriterien für MRI Untersuchungen wie Klaustrophobie, ferromagnetische Implantate, Clips, Schrittmacher, Schrapnelle, Metallablagerungen in den Augen.",Other: Caffeine,"University Hospital Inselspital, Berne",Caffeine,"Bern University Hospital, Inselspital","Bern University Hospital, Inselspital"
NCT04587895,Feasibility Study of an Individualized Exergame Training for Older Adults With MI and/or UI (VITAAL),BASEC-Nr.: 2020-00578,Feasibility Study of an Individualized Exergame Training for Older Adults With Mobility Impairment and/or Urinary Incontinence,"An dieser Studie können weibliche und männliche Personen teilnehmen, welche Mobilitäts-einschränkungen (SPPB Punktzahl unter 10) und/oder Blasenschwäche (nur weibliche) haben. Sie müssen 60+ Jahre alt sein und mindestens 10min selbständig stehen können. Teilnehmer/-innen müssen den Studienablauf und die Instruktionen verstehen können und benötigen eine Sehstärke (mit Korrektur), die es erlaubt Informationen von einem TV Bildschirm zu lesen.","Nicht teilnehmen hingegen dürfen Personen, welche Beschwerden aufweisen, die die Ausführung von Schritten verhindert, so dass das VITAAL Exergame nicht gespielt werden kann. Ebenfalls verhindert ein schweres akutes oder unkontrolliertes Gesundheitsproblem, sowie eine orthopädische oder neurologische Krankheit, die das Exergame Training verunmöglicht, eine Studienteilnahme. Des Weiteren können Senioren/-innen mit einer schnell voranschreitenden Krankheit oder Krankheiten im Endstadium nicht teilnehmen. Senioren/-innen mit einer schweren kognitiven Beeinträchtigung ist es ebenfalls nicht erlaubt teilzunehmen. Des Weiteren dürfen Senioren/-innen mit einem Vorfall der Beckenorgane nicht an der Studie teilnehmen. Ebenfalls ausgeschlossen werden Personen mit unzureichenden Deutschkenntnissen. Aufgrund der COVID19 Situation werden zusätzlich Personen mit Krebs, einer chronischen Atemwegserkrankungen, einer schweren Fettleibigkeit (BMI > 40kg/m2) und einem geschwächten Immunsystem ausgeschlossen.",Behavioral: VITAAL Exergame;Behavioral: Conventional Training UI;Behavioral: Conventional Training MI,Eling DeBruin,Urinary Incontinence;Mobility Impairment;Older Adults,ETH Zurich - Institute of Human Movement Sciences and Sport;,ETH Zurich - Institute of Human Movement Sciences and Sport;
NCT04589182,Assessing the Symptomatic Benefit of Acoustic Slow Wave Enhancement in Parkinson Disease,PDSL-EDS,"Assessing the Symptomatic Benefit of Acoustic Slow Wave Enhancement in Parkinson Disease: A Randomized, Double-Blind and Placebo-Controlled Crossover Study","Patienten, die alle folgenden Einschlusskriterien erfüllen, kommen für die Studie in Frage:
•	unterschriebene Einverständniserklärung
•	Diagnose der Parkinson-Krankheit (auch genannt Morbus Parkinson oder idiopathisches Parkinson-Syndrom) nach internationalen Kriterien, mit leichter bis mittlerer Krankheitsschwere (Hoehn und Yahr-Skala, Stadien ll-lll)
•	Selbst berichtete Schlafprobleme und subjektive Beeinträchtigung der Schlafqualität (gemessen anhand >=7 Punkten in Items 1-3 und 14 zur Schlafqualität im PDSS-2)
•	Stabile Wohnsituation (z.B. langfristiger Wohnort), die die zuverlässige Anwendung der Intervention während der gesamten Dauer der Studie ermöglicht
•	Ausreichendes deutsches Sprachverständnis, um dem Studienverfahren folgen und alle Fragen zu den Studienergebnissen beantworten zu können
•	Die Dosierung Medikamente in Bezug auf die Parkinson-Krankheit müssen mindestens 14 Tage vor der Baseline-Visite stabil sein","Die Anwesenheit oder das Erscheinen von einem der folgenden Ausschlusskriterien vor oder während der Interventionsphase führt zum Ausschluss des Patienten:
•	Vorhandensein von neurologischen (abgesehen von denjenigen mit der Parkinson-Krankheit verbundenen) oder psychiatrischen Störungen sowie Schlafstörungen (abgesehen von denjenigen mit der Parkinson-Krankheit verbundenen)
•	Parkinsonismus ohne Reaktion auf Levodopa; Atypischer Parkinsonismus
•	Schwere Erkrankungen wie Niereninsuffizienz, Leberversagen oder kongestive Herzinsuffizienz
•	regelmässige Einnahme von Benzodiazepinen und anderen zentralnervösen (ZNS)-neurodepressiven Substanzen sowie Melatonin und andere schlaffördernde Substanzen
•	Unfähigkeit, die vom MHSL-Gerät erzeugten Töne zu hören
•	keine Erhöhung der Tiefschlafaktivität durch die akustische Stimulation während der Screening Nacht / den Screening Nächten",Device: MHSL- SleepBand;Device: Sham,Christian Baumann,Parkinson Disease;Mild Cognitive Impairment;Huntington Disease,nan,nan
NCT04589481,Effectiveness of Different Candies Against Bad Breath,2020-01943; ex20Filippi,Effectiveness of Different Candies Against Bad Breath,"Es können alle Personen teilnehmen, die über 18 und unter 40 Jahre alt sind, Nichtraucher sind, keine Allergien/Intoleranzen gegen Inhaltsstoffe der verwendeten Produkte aufweisen und unter keiner Medikation (exkl. Pille) stehen. Dazu sollten Sie gesund sein (4 Wochen vorher keine Krankheit/Infektion, keine chronischen Erkrankungen) und aktuell nicht schwanger sein.","-	Allergien/Intoleranzen auf Inhaltsstoffe der verwendeten Produkte 
-	Medikamenteneinnahme (exkl. Pille)
-	Chronische Erkrankungen
-	Unter 18/über 40
-	Raucher
-	Schwangerschaft",Other: Intake of 3 different candies against bad breath,"University Hospital, Basel, Switzerland",Bad Breath,Universitäres Zentrum für Zahnmedizin Basel (UZB);,Universitäres Zentrum für Zahnmedizin Basel (UZB);
NCT04590963,Assessment of Efficacy and Safety of Monalizumab Plus Cetuximab Compared to Placebo Plus Cetuximab in Recurrent or Metastatic Head and Neck Cancer,2019-004770-25;D7310C00001,"A Phase 3 Randomized, Double-blind, Multicenter, Global Study of Monalizumab or Placebo in Combination With Cetuximab in Participants With Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck Previously Treated With an Immune Checkpoint Inhibitor","- Les patients atteints d’un carcinome épidermoïde confirmé de la cavité buccale, de la gorge ou du larynx en récidive ou s’étant étendu à d’autres régions. 
La maladie doit s’être aggravée et les patients ne doivent plus avoir de bénéfice issu d’un traitement curatif. 
- un traitement antérieur par un inhibiteur de PD-(L)1, un inhibiteur du point de contrôle immunitaire (également appelé immunothérapie). 
- un traitement antérieur par une chimiothérapie à base de platine qui n’a pas généré de réponse.","-Cancer de la tête et du cou confirmé dans toute autre région non incluse dans le critère d’inclusion, notamment les participants atteints d’un carcinome épidermoïde du nasopharynx ou des glandes salivaires
-Traitement antérieur par cétuximab (s’il n’a pas été associé à une radiothérapie et qu’aucune aggravation n’est survenue)
-Antécédents d’autres cancers (à l’exception de quelques rares cancers)",Drug: Monalizumab;Drug: Cetuximab,AstraZeneca,Squamous Cell Carcinoma of the Head and Neck,"Abramson Cancer Center, Perelman Center for Advanced Medicine;Centre Leon Berard;AstraZeneca, Cambridge, UK","Abramson Cancer Center, Perelman Center for Advanced Medicine;Centre Leon Berard;AstraZeneca, Cambridge, UK"
NCT04594707,A Study to Evaluate Long Term Safety and Efficacy of Recombinant Human Pentraxin-2 (rhPTX-2; PRM-151) in Participants With Idiopathic Pulmonary Fibrosis,2020-001429-30;WA42294,A Phase III Open-label Extension Study to Evaluate Long-term Safety and Efficacy of PRM-151 in Patients With Idiopathic Pulmonary Fibrosis (IPF),"Für die Aufnahme in die Studie müssen die Patienten die folgenden Kriterien erfüllen:
- Unterzeichnete Einwilligungserklärung
- dokumentierte Diagnose einer IPF
- Teilnahme an einer früheren Studie mit PRM-151 (WA42293 oder PRM-151-202) 
  gegen IPF
u.a.","Patienten, die eines der folgenden Kriterien erfüllen, werden nicht in die Studie aufgenommen:
- Akute respiratorische oder systemische bakterielle Infektion, virale Infektion oder Pilzinfektion bei der ersten Studienvisite der offenen Erweiterungsstudie
- Raucher/-in (einschließlich Zigarette, Cannabis, Zigarre, Pfeife und Vaping) in den 3 Monaten vor dem 1. Studienbesuch der offenen Erweiterungsstudie
- Suchterkrankung (Alkohol oder Drogen/Medikamente) in den 2 Jahren vor dem Screening oder bekannte
oder vermutete aktive Suchterkrankung (Alkohol oder Drogen/Medikamente)
- Schwere allergische Reaktion oder anaphylaktische Reaktion auf PRM-151 in der Vorgeschichte
- Schwangerschaft oder Stillzeit oder bestehende Absicht, während der Studie schwanger zu werden
u.a.",Drug: PRM-151 (Zinpentraxin Alfa),Hoffmann-La Roche,Idiopathic Pulmonary Fibrosis,Hoffmann-La Roche;,Hoffmann-La Roche;
NCT04595565,Sacituzumab Govitecan in Primary HER2-negative Breast Cancer,GBG102 - SASCIA,"Phase III Postneoadjuvant Study Evaluating Sacituzumab Govitecan, an Antibody Drug Conjugate in Primary HER2-negative Breast Cancer Patients With High Relapse Risk After Standard Neoadjuvant Treatment - SASCIA","1) Histologisch bestätigter ein- oder beidseitiger primärer invasiver Brustkrebs (HER2-negativ)
2) Alter bei Diagnose ≥ 18 Jahre
3) Schriftliche Einwilligung nach Aufklärung vor Studienbeginn","1) Bekannte Überempfindlichkeitsreaktion auf eines in dieser Studie verwendeten Medikamente
2) Personen mit stark fortgeschrittenem (metastasiertem) Brustkrebs (Stadium IV)
3)  Personen mit bekannter sog. gBRCA1/2-Mutation und indizierter oder geplanter adjuvanter Olaparib-Therapie.",Drug: Capecitabine;Drug: Carboplatin;Drug: Cisplatin;Drug: Sacituzumab govitecan,German Breast Group,HER2-negative Breast Cancer;Triple Negative Breast Cancer,nan,nan
NCT04597632,An Extension Study Assessing the Efficacy and Safety of Brolucizumab in a Treat-to-Control Regimen in Patients With Neovascular Age-related Macular Degeneration Who Have Completed the CRTH258A2303 (TALON) Study,2020-002349-40;CRTH258A2303E1,"A 56-week Phase IIIb/IV, Open-label, One-arm Extension Study to Assess the Efficacy and Safety of Brolucizumab 6 mg in a Treat-to-Control Regimen With Maximum Treatment Intervals up to 20 Weeks for the Treatment of Patients With Neovascular Age-related Macular Degeneration Who Have Completed the CRTH258A2303 (TALON) Study","Es können Personen teilnehmen, welche die Hauptstudie TALON abgeschlossen haben.","Nicht teilnehmen dürfen Personen, die die Studienbehandlung in der Hauptstudie abgebrochen haben oder wo der Prüfarzt der Ansicht ist, dass eine Behandlung mit anti-VEGF am Studienauge zwecklos ist.",Drug: brolucizumab,Novartis Pharmaceuticals,Neovascular Age-related Macular Degeneration,Novartis Pharmaceuticals,Novartis Pharmaceuticals
NCT04598581,"Low Dose Radiation Therapy for Severe-Acute-Respiratory-Syndrome-Coronavirus-2 (SARS-CoV-2), COVID-19",2020-02047qu20Papachristofilou,Low Dose Radiation Therapy for Severe-Acute-Respiratory-Syndrome-Coronavirus-2 (SARS-CoV-2),"- Infektion mit SARS-CoV-2, die eine künstliche Beatmung erforderlich macht
- Männliche Teilnehmer: Alter >40 Jahre
- Weibliche Teilnehmerinnen: Alter >50 Jahre
- Einverständniserkläung durch die/den gesetzlichen Vertreter des Teilnehmers / der Teilnehmerin",bestehende Schwangerschaft,Radiation: Low Dose Radiation Therapy (LD-RT);Other: Sham irradiation,"University Hospital, Basel, Switzerland",Severe-Acute-Respiratory-Syndrome-Coronavirus-2 (SARS-CoV-2),"Department of Radiooncology, University Hospital Basel","Department of Radiooncology, University Hospital Basel"
NCT04602247,Evaluation of Iron Bioavailability From Iron Chlorophyllin,SIC2020,Evaluation of Iron Bioavailability From Iron Chlorophyllin in Young Women Using the Iron Stable Isotopic Method,"Es können alle weiblichen Personen teilnehmen, die:
- Im Alter zwischen 18 – 45 Jahren sind
- Einen marginalen Eisenstatus haben (wird von uns gemessen)
- Ein Körpergewicht unter 70 kg haben
- Einen normalen Body Mass Index haben (Körpergewicht [kg] / (Grösse [m])2 = 18.5 – 24.9)
- Die schriftliche Einverständniserklärung unterzeichnet haben
- Sich auf Englisch verständigen können","Nicht teilnehmen hingegen dürfen weibliche Personen, die:
- Eine Anämie (Blutarmut) haben (wird von uns gemessen)
- Eine Entzündung haben (wird von uns gemessen)
- An einer Stoffwechsel-, Magen-Darm- oder anderen chronischen Erkrankung leiden (nach eigenen Angaben) 
- Eine Dauermedikation einnehmen (ausser orale Verhütungsmittel)
- In den 2 Wochen vor sowie während der Studie Vitamin- oder Mineralstoffpräparate, einschliesslich prä- und/oder probiotischer Präparaten zu sich nehmen (ohne Nahrungsmittel und Getränke mit lebenden Kulturen wie Joghurt, Rohmilch, Käse und Kombucha)
- In den letzten 4 Monaten einen erheblichen Blutverlust hatten (z. B. durch Trauma, größere Operation, Blutspende oder andere Ursachen)
- Probleme bei der Blutentnahme haben
- Im letzten Monat Antibiotika bekommen haben.
- Schwanger sind (laut Schwangerschaftstest bei der Voruntersuchung) oder Stillen
- Keine effektive Verhütungsmethode verwenden
- In früheren Studien mit stabilen Eisenisotopen, oder im letzten Monat einer anderen klinischen Studie, teilgenommen haben.
- Sich nicht an die Studienanforderungen zu halten können.
- Rauchen (>1 Zigarette am Tag)",Dietary Supplement: SIC;Dietary Supplement: SIC + AA combined;Dietary Supplement: FeSO4;Dietary Supplement: FeSO4 + AA combined;Other: EP + FeSO4 combined;Other: EP + FeSO4 + AA combined,Swiss Federal Institute of Technology,Iron Deficiency,nan,nan
